loan_id,source,financial_institution,interest_rate,unpaid_principal_bal,Loan_term,origination_date,first_payment_date,loan_to_value,number_of_borrowers,debt_to_income_ratio,borrower_credit_score,loan_purpose,insurance_percent,co-borrower_credit_score,insurance_type,Occupation ,Borrower_State,EducationLevel,MaritalStatus,Age,Gender,EmploymentStatus,NumberOfDependents,Annual Income,current_month,total_on_time_payments,total_late_payments,avg_payment_delay,current_dpd,mx
1.75E+11,Y,Browning-Hart,4.375,102000,12,01/02/12,Apr-12,75,1,34,758,B12,0,0,0,Disability Claims Adjudicator,SC,Master's,Single,35,Female,Self-Employed,2,3000,15,11,6,12,,1
5.35E+11,Y,Suarez Inc,3.375,53000,24,01/01/12,Mar-12,43,2,44,712,B12,0,712,0,EHS Engineer,AZ,High School,Single,43,Male,Employed,5,1204.545455,11,9,4,10,,1
8.16E+11,X,OTHER,3.25,200000,12,01/02/12,Apr-12,59,2,39,778,B12,0,802,0,SVP and Senior Audit Director,NV,Bachelor's,Married,45,Female,Employed,3,5128.205128,19,18,3,7.666666666666667,,0
4.31E+11,X,Browning-Hart,4.375,192000,30,01/02/12,Apr-12,80,1,29,812,B12,0,0,0,Development Engineer,KS,High School,Married,49,Male,Employed,1,6620.689655,8,7,3,14.333333333333334,15,1
9.99E+11,X,OTHER,4,402000,36,01/01/12,Mar-12,63,2,23,769,A23,0,784,0,pharmacy Engineer,MD,PhD,Single,22,Other,Self-Employed,1,17478.26087,15,12,5,15.2,,1
2.51E+11,X,OTHER,3.5,153000,30,01/02/12,Apr-12,73,2,20,796,A23,0,793,0,Assessment Specialist,PA,Doctorate,Single,69,Other,Unemployed,1,7650,6,4,4,13.25,10,0
5.12E+11,Z,Nicholson Group,3.875,212000,6,01/02/12,Apr-12,36,2,13,805,A23,0,802,0,OFFICE BILLING,CO,Bachelor's,Married,37,Male,Employed,4,16307.69231,1,2,1,16,,1
5.57E+11,X,OTHER,3.375,180000,12,01/02/12,Apr-12,50,2,20,813,B12,0,804,0,Pipe fitter apprentice,OK,Master's,Married,50,Female,Self-Employed,1,9000,17,13,6,14.5,,1
1.3E+11,X,OTHER,3.875,348000,6,01/02/12,Apr-12,80,2,20,792,C86,0,789,0,Account Engineer,WA,Bachelor's,Married,51,Male,Employed,0,17400,20,11,11,12.090909090909092,19,0
4.9E+11,Y,"Turner, Baldwin and Rhodes",4,373000,24,01/02/12,Apr-12,90,2,43,736,C86,25,742,0,Service Tech,VA,High School,Married,69,Male,Employed,2,8674.418605,24,11,14,10.928571428571429,,1
4.49E+11,X,OTHER,4.5,128000,30,01/02/12,Apr-12,85,2,28,717,A23,12,770,0,Chef,CA,Bachelor's,Single,46,Male,Employed,1,4571.428571,18,13,7,15.285714285714286,20,1
2.72E+11,X,Browning-Hart,3.375,108000,30,01/01/12,Mar-12,78,1,45,764,B12,0,0,0,Warehouse,TX,Master's,Married,57,Male,Employed,0,2400,17,15,4,12,,0
4.89E+11,X,OTHER,3.125,151000,24,01/02/12,Apr-12,51,2,39,806,A23,0,792,0,sales clerk,AZ,High School,Married,38,Male,Employed,2,3871.794872,13,12,3,10,,1
5.38E+11,Y,OTHER,4.125,177000,6,01/01/12,Mar-12,80,1,32,779,C86,0,0,0,Environmental Division Sales Engineer,NV,PhD,Married,25,Male,Employed,0,5531.25,20,14,8,11.875,,1
1.21E+11,Y,Browning-Hart,4,125000,30,01/01/12,Mar-12,44,2,41,807,B12,0,801,0,Respiratory therapist ,FL,High School,Married,29,Male,Employed,2,3048.780488,14,11,5,10.2,,1
8.91E+11,X,OTHER,4,213000,12,01/02/12,May-12,68,2,27,795,B12,0,799,0,Operations Engineer,MD,PhD,Single,35,Female,Self-Employed,3,7888.888889,16,8,10,12.8,,1
8.62E+11,X,OTHER,3.375,75000,18,01/02/12,Apr-12,50,2,24,811,B12,0,805,0,Records Coordinator ,FL,PhD,Single,25,Female,Self-Employed,2,3125,0,1,1,6,0,0
9.55E+11,Y,Browning-Hart,4.125,161000,30,01/02/12,Apr-12,95,1,17,787,C86,30,0,0,Demand Planning Engineer,FL,High School,Married,44,Other,Self-Employed,0,9470.588235,2,3,1,13,,1
7.31E+11,Y,Browning-Hart,4,190000,36,01/02/12,Apr-12,29,1,39,797,A23,0,0,0,U.S. Border Patrol Manager,IN,Master's,Married,43,Female,Self-Employed,2,4871.794872,9,9,2,11.5,,1
7.8E+11,Z,OTHER,4.25,276000,12,01/01/12,Mar-12,80,1,32,708,A23,0,0,0,Managing Director,OH,PhD,Single,55,Female,Self-Employed,0,8625,9,8,3,15,,1
1.44E+11,Z,OTHER,4.25,43000,6,01/01/12,Mar-12,95,1,37,694,C86,30,0,0,Accountant,PA,PhD,Married,45,Female,Self-Employed,1,1162.162162,2,4,0,0,,1
1.18E+11,Y,Edwards-Hoffman,4.875,50000,18,01/01/12,Mar-12,75,1,18,763,C86,0,0,0,PUBLISHER,CA,Doctorate,Married,44,Female,Employed,0,2777.777778,0,1,1,9,0,0
3.29E+11,X,OTHER,3.375,100000,12,01/01/12,Mar-12,27,1,48,808,C86,0,0,0,Recruiter,OH,Master's,Single,42,Male,Employed,1,2083.333333,6,6,2,11.5,,1
2.02E+11,Z,Richards-Walters,3.875,222000,24,01/02/12,Apr-12,61,2,22,813,A23,0,812,0,Vendor Surveillance Engineer,CA,Bachelor's,Married,18,Female,Self-Employed,0,10090.90909,21,13,10,12.7,,0
5.79E+11,X,"Miller, Mcclure and Allen",4.5,199000,36,01/02/12,Apr-12,75,1,44,704,B12,0,0,0,RN Case Engineer,PA,High School,Married,41,Male,Employed,1,4522.727273,11,10,3,16.666666666666668,,1
8.87E+11,X,OTHER,3.375,220000,6,01/02/12,Apr-12,80,1,30,797,A23,0,0,0,Administrative Secretary,NM,Bachelor's,Single,48,Female,Self-Employed,1,7333.333333,23,21,4,8.75,,1
8.16E+11,Z,"Sanchez, Hays and Wilkerson",3.75,387000,6,01/03/12,May-12,63,2,44,779,A23,0,812,0,OPERATIONS Engineer,CA,Bachelor's,Single,36,Other,Self-Employed,0,8795.454545,6,3,5,9.8,17,0
9.91E+11,X,OTHER,4,191000,6,01/02/12,Apr-12,85,2,19,794,B12,12,788,0,mInister,FL,Bachelor's,Married,38,Female,Self-Employed,2,10052.63158,19,17,4,12,,1
3.07E+11,X,Browning-Hart,3.25,130000,36,01/02/12,Apr-12,66,2,26,797,B12,0,774,0,Attorney,OH,High School,Single,34,Female,Employed,0,5000,4,5,1,13,,1
6.53E+11,Y,OTHER,3.875,168000,30,01/01/12,Apr-12,80,1,37,791,A23,0,0,0,Staff Accounting Specialist ,MI,High School,Married,47,Female,Self-Employed,0,4540.540541,7,4,5,13.8,20,1
2.93E+11,X,OTHER,3.375,304000,36,01/02/12,Mar-12,80,2,39,774,B12,0,767,0,Special Education Coordinator,MI,PhD,Married,52,Female,Employed,3,7794.871795,24,19,6,14.5,18,1
4.33E+11,X,OTHER,3.25,142000,12,01/01/12,Mar-12,73,2,21,705,A23,0,759,0,Bookkeeper,IN,Bachelor's,Single,58,Male,Employed,1,6761.904762,24,17,8,10.625,,1
6.86E+11,Y,Browning-Hart,3,45000,6,01/02/12,Apr-12,38,1,46,812,A23,0,0,0,Driver,FL,Bachelor's,Single,45,Male,Employed,0,978.2608696,14,9,7,11.142857142857142,,1
5.06E+11,X,OTHER,3.375,182000,12,01/01/12,Mar-12,73,2,41,805,B12,0,805,0,Patient Accounts Rep,AZ,Bachelor's,Single,20,Female,Employed,0,4439.02439,19,15,6,11.333333333333334,,0
5.22E+11,X,OTHER,4.125,337000,36,01/01/12,Mar-12,63,2,32,767,A23,0,787,0,Loan specialist,TX,PhD,Single,32,Female,Employed,2,10531.25,15,15,2,10,,1
8.47E+11,X,OTHER,4.125,90000,24,01/03/12,May-12,39,1,26,774,B12,0,0,0,Retail Client Service Engineer,VA,Master's,Single,33,Female,Employed,0,3461.538462,15,11,6,10.833333333333334,5,1
4.4E+11,Z,OTHER,2.875,170000,36,01/02/12,May-12,54,1,28,798,A23,0,0,0,SUPERVISOR FINGERPRINT CLASS,NV,High School,Single,53,Female,Self-Employed,0,6071.428571,12,8,6,10.833333333333334,,0
5.25E+11,Y,Browning-Hart,4.375,390000,6,01/01/12,Mar-12,80,2,19,747,C86,0,769,0,Vice President,MS,High School,Divorced,28,Female,Employed,0,20526.31579,2,1,3,14.666666666666666,,0
9.8E+11,X,OTHER,4.125,248000,36,01/02/12,Apr-12,80,1,29,810,B12,0,0,0,Owner/operator ,GA,High School,Single,44,Male,Employed,0,8551.724138,1,2,1,20,20,1
2.19E+11,Y,OTHER,3.75,188000,24,01/02/12,Apr-12,72,1,28,800,A23,0,0,0,grocery Engineer,RI,Master's,Married,44,Female,Employed,0,6714.285714,3,3,2,16.5,,1
5.15E+11,X,"Miller, Mcclure and Allen",3.75,188000,12,01/01/12,Mar-12,54,2,28,698,A23,0,727,0,pilot,RI,High School,Married,58,Female,Employed,0,6714.285714,18,17,3,6.666666666666667,,1
8.57E+11,X,"Miller, Mcclure and Allen",4.25,214000,30,01/03/12,May-12,78,1,25,666,A23,0,0,0,Audio/Visual Tech,TX,Doctorate,Divorced,49,Female,Self-Employed,0,8560,20,18,4,11.25,17,1
8.19E+11,Z,OTHER,3.875,288000,30,01/01/12,Mar-12,80,1,41,804,C86,0,0,0,Franchise Business Consultant,PA,Master's,Divorced,60,Other,Unemployed,0,7024.390244,13,10,5,13,,1
2.99E+11,Y,OTHER,3.875,211000,6,01/02/12,Apr-12,90,2,34,787,C86,25,793,0,Interior Designer,VA,PhD,Married,57,Male,Employed,0,6205.882353,9,9,2,7.5,,0
6.46E+11,Y,"Swanson, Newton and Miller",3.875,306000,30,01/01/12,Mar-12,61,1,38,783,B12,0,0,0,Department Engineer ,MD,Doctorate,Married,40,Female,Employed,2,8052.631579,12,10,4,11.25,,0
7.85E+11,Z,OTHER,3.625,180000,12,01/03/12,May-12,71,2,20,803,B12,0,799,0,Account Clerk 3,NJ,High School,Single,41,Female,Self-Employed,0,9000,15,14,3,15.333333333333334,,1
8.25E+11,X,Suarez Inc,4.25,100000,24,01/01/12,Mar-12,42,2,15,787,A23,0,738,0,Driver,IL,High School,Single,32,Female,Self-Employed,0,6666.666667,22,15,9,13.777777777777779,,1
4.76E+11,Z,"Taylor, Hunt and Rodriguez",3.875,196000,36,01/02/12,May-12,79,2,21,800,A23,0,817,0,staff accountant,OK,Master's,Single,23,Female,Self-Employed,2,9333.333333,10,5,7,10.142857142857142,16,1
4.71E+11,X,OTHER,3.875,55000,24,01/01/12,Mar-12,80,1,8,665,C86,0,0,0,Teacher,CA,PhD,Married,49,Male,Employed,0,6875,24,22,3,14.333333333333334,,1
2.75E+11,Z,OTHER,4.375,129000,30,01/02/12,Mar-12,83,1,23,757,A23,12,0,0,Emergency Service Mental HealthClinician,NY,PhD,Married,41,Male,Employed,0,5608.695652,20,14,8,12.875,,1
4.94E+11,X,OTHER,3.75,177000,18,01/02/12,Apr-12,55,2,19,769,B12,0,795,0,machinist,GA,Master's,Divorced,45,Female,Self-Employed,3,9315.789474,7,6,3,12.666666666666666,,1
9.31E+11,X,OTHER,3.75,180000,24,01/02/12,Apr-12,72,1,39,779,A23,0,0,0,Communication Systems Technician,NV,Bachelor's,Single,39,Female,Employed,1,4615.384615,11,8,5,13.2,15,1
3.09E+11,X,OTHER,3.5,49000,12,01/01/12,Mar-12,39,2,34,809,A23,0,816,0,Service tech,NY,High School,Married,33,Male,Employed,1,1441.176471,22,14,10,11.6,,0
4.5E+11,X,Anderson-Taylor,3.625,187000,12,01/01/12,Mar-12,80,2,25,798,C86,0,795,0,Engineer,FL,High School,Divorced,33,Male,Employed,2,7480,8,6,4,9.75,5,1
5.94E+11,Y,Browning-Hart,4.125,192000,6,01/02/12,Mar-12,80,1,44,709,C86,0,0,0,load master,CA,Bachelor's,Married,47,Female,Self-Employed,2,4363.636364,3,3,2,8.5,,1
9.25E+11,Y,Browning-Hart,4.875,181000,24,01/02/12,Apr-12,73,2,24,649,B12,0,703,0,Implementation Engineer/Product Trainer,CA,PhD,Single,50,Female,Self-Employed,1,7541.666667,5,3,4,12,13,1
2.38E+11,X,OTHER,4,66000,12,01/02/12,Apr-12,60,1,44,813,B12,0,0,0,Network pilot,AR,Bachelor's,Married,50,Other,Self-Employed,2,1500,18,15,5,9,,1
5.53E+11,Y,Browning-Hart,3.875,157000,18,01/01/12,Mar-12,68,2,20,804,C86,0,812,0,Senior Software pilot,PA,High School,Married,49,Male,Employed,1,7850,24,17,8,12.625,,1
3.94E+11,Z,Suarez Inc,3.375,223000,30,01/01/12,Mar-12,80,2,37,808,A23,0,805,0,Account Supervisor,NC,PhD,Single,42,Male,Employed,0,6027.027027,20,14,8,12,,1
4.36E+11,Y,"Swanson, Newton and Miller",4.125,304000,30,01/02/12,Apr-12,80,2,42,760,C86,0,789,0,service advisor ,PA,PhD,Single,54,Female,Employed,3,7238.095238,17,15,4,12.25,16,1
9.73E+11,X,Browning-Hart,4.375,76000,12,01/02/12,Apr-12,75,2,34,714,B12,0,705,0,Associate Director,NJ,PhD,Married,47,Female,Employed,0,2235.294118,3,3,2,9,,0
4.39E+11,Y,"Cole, Brooks and Vincent",4.99,63000,24,01/02/12,Apr-12,80,2,15,793,C86,0,800,0,Software Developer,OK,High School,Married,43,Male,Employed,3,4200,9,9,2,15,10,1
2.19E+11,X,Suarez Inc,3.375,123000,30,01/01/12,Mar-12,60,2,43,738,B12,0,739,0,Mechanic A Technician,SC,High School,Single,46,Male,Employed,2,2860.465116,1,3,0,0,,1
7.85E+11,Y,Edwards-Hoffman,3.875,297000,18,01/03/12,May-12,74,2,45,809,A23,0,806,0,Business Development Engineer,MS,High School,Married,44,Female,Employed,3,6600,23,21,4,14,,1
5.44E+11,X,"Swanson, Newton and Miller",4.625,160000,36,01/03/12,May-12,49,2,30,749,B12,0,775,0,Receptionist,NY,Master's,Married,40,Male,Employed,0,5333.333333,2,2,2,6,5,1
8.32E+11,Y,Browning-Hart,4.5,224000,12,01/01/12,Mar-12,80,1,23,777,A23,0,0,0,Paramedic,WA,Master's,Married,21,Other,Self-Employed,3,9739.130435,5,4,3,15.333333333333334,,1
9.32E+11,X,OTHER,2.875,100000,12,01/02/12,Apr-12,56,1,26,800,B12,0,0,0,Secretary,RI,Bachelor's,Single,33,Male,Employed,2,3846.153846,2,3,1,15,,1
4.47E+11,X,OTHER,3.5,260000,36,01/01/12,Mar-12,80,2,45,804,B12,0,803,0,Teacher,CA,Bachelor's,Divorced,32,Male,Employed,1,5777.777778,17,14,5,10.8,,1
7.68E+11,X,Browning-Hart,3.875,417000,24,01/02/12,Apr-12,58,1,30,796,C86,0,0,0,Instructional Designer,MD,High School,Single,40,Other,Unemployed,3,13900,15,11,6,14.833333333333334,14,0
5.89E+11,Y,OTHER,3.875,129000,18,01/02/12,Apr-12,80,1,25,813,A23,0,0,0,pilot,CA,Bachelor's,Married,44,Male,Employed,0,5160,23,13,12,11.166666666666666,16,0
6.02E+11,Y,Browning-Hart,4.125,290000,6,01/03/12,May-12,80,1,35,756,C86,0,0,0,pilot,LA,High School,Single,52,Male,Employed,0,8285.714286,3,4,1,6,,1
4.75E+11,Y,Browning-Hart,4.125,132000,30,01/02/12,Apr-12,90,2,20,765,C86,25,744,0,Engineer,CA,Doctorate,Divorced,39,Female,Self-Employed,3,6600,8,4,6,15.333333333333334,11,0
5.07E+11,Y,"Martinez, Duffy and Bird",3.875,306000,36,01/01/12,Mar-12,72,2,37,802,A23,0,811,0,Physical therapist,AL,PhD,Divorced,35,Male,Employed,2,8270.27027,1,2,1,19,19,1
5.58E+11,Y,Browning-Hart,4,236000,36,01/02/12,Apr-12,31,2,38,808,B12,0,809,0,counselor,MO,High School,Single,45,Male,Employed,2,6210.526316,23,16,9,10.11111111111111,15,0
5.89E+11,X,OTHER,4,254000,6,01/03/12,May-12,95,2,39,816,A23,30,808,0,electrical foreman,CA,Bachelor's,Married,42,Male,Employed,5,6512.820513,15,11,6,14.333333333333334,,0
8.29E+11,X,OTHER,3.5,60000,18,01/01/12,Mar-12,64,2,42,748,B12,0,747,0,pilot,CA,High School,Married,62,Male,Employed,0,1428.571429,22,15,9,16.666666666666668,20,1
9.53E+11,Y,Sanchez-Robinson,3.125,274000,6,01/03/12,Apr-12,74,2,13,786,A23,0,780,0,Distribution Engineer,IL,Bachelor's,Single,41,Female,Employed,2,21076.92308,7,3,6,12.833333333333334,5,1
6.06E+11,X,"Cole, Brooks and Vincent",3.75,267000,24,01/01/12,Mar-12,34,1,45,783,A23,0,0,0,Budget Analyst,CA,Bachelor's,Single,18,Other,Unemployed,0,5933.333333,5,4,3,11.666666666666666,8,1
6.68E+11,X,OTHER,3.25,181000,24,01/02/12,Apr-12,73,1,39,790,B12,0,0,0,Records Specialist,AL,PhD,Single,45,Male,Employed,2,4641.025641,15,11,6,14.333333333333334,,1
8.24E+11,X,OTHER,4.125,165000,12,01/02/12,Apr-12,70,1,30,818,B12,0,0,0,asst. mgr,OH,High School,Married,49,Male,Employed,3,5500,10,8,4,14.5,,1
7.56E+11,Y,Browning-Hart,4.125,368000,36,01/01/12,Mar-12,75,2,39,772,C86,0,774,0,Bartender,GA,Bachelor's,Married,29,Female,Employed,0,9435.897436,22,16,8,11.875,,1
3.57E+11,X,OTHER,4.25,125000,30,01/01/12,Mar-12,80,1,26,725,C86,0,0,0,Project Engineer,TX,High School,Married,21,Male,Employed,2,4807.692308,1,2,1,10,,0
5.76E+11,X,OTHER,3.875,120000,30,01/02/12,Apr-12,65,2,15,767,B12,0,755,0,Pharmacy tech,MO,PhD,Married,29,Other,Unemployed,0,8000,10,9,3,19.666666666666668,,0
6.63E+11,Y,Nicholson Group,3,141000,12,01/02/12,Apr-12,57,2,27,809,A23,0,809,0,Regional Fleet & Supply Chain Engineer,CT,Master's,Single,41,Male,Employed,0,5222.222222,14,8,8,11.125,,1
5.99E+11,Z,OTHER,4.125,492000,24,01/01/12,Apr-12,80,2,32,802,C86,0,761,0,Engineer,MI,High School,Married,53,Female,Employed,1,15375,19,16,5,11,,1
7.01E+11,X,OTHER,4,127000,30,01/02/12,Apr-12,48,2,18,796,C86,0,792,0,Supervisor,FL,PhD,Single,47,Other,Self-Employed,0,7055.555556,7,5,4,11.5,8,1
3.86E+11,Z,"Martinez, Duffy and Bird",4,127000,24,01/01/12,Mar-12,80,1,15,789,C86,0,0,0,CONTROLLER,CA,High School,Married,46,Female,Self-Employed,3,8466.666667,10,7,5,13.8,,0
3.73E+11,Y,Edwards-Hoffman,5.375,119000,6,01/01/12,Mar-12,75,1,17,796,A23,0,0,0,q.c test,MT,High School,Single,18,Female,Self-Employed,2,7000,16,11,7,13.428571428571429,,1
4.97E+11,X,"Miller, Mcclure and Allen",3.25,159000,12,01/03/12,May-12,67,2,44,686,B12,0,661,0,deputy clerk,AZ,PhD,Married,42,Other,Unemployed,0,3613.636364,5,3,4,16.75,,1
2.29E+11,X,OTHER,4.125,133000,30,01/02/12,Apr-12,95,1,36,732,C86,30,0,0,VP Operations Roofing,CA,Doctorate,Married,42,Female,Employed,0,3694.444444,16,11,7,13,,0
1.36E+11,X,Browning-Hart,3.25,145000,30,01/02/12,Apr-12,80,2,27,677,A23,0,659,0,Data tech,KS,PhD,Married,18,Male,Employed,0,5370.37037,1,3,0,0,,1
8.69E+11,X,OTHER,3.875,122000,6,01/01/12,Mar-12,95,2,23,668,C86,30,730,0,Real Estate Manager,NY,PhD,Married,50,Male,Employed,1,5304.347826,23,15,10,15.4,,1
5.82E+11,X,OTHER,4,327000,30,01/01/12,Mar-12,22,2,43,778,A23,0,786,0,Store Engineer,CA,Bachelor's,Married,35,Female,Employed,0,7604.651163,16,12,6,16.333333333333332,,0
2.27E+11,Z,Browning-Hart,3.5,215000,18,01/01/12,Mar-12,38,2,44,731,A23,0,817,0,pilot,AR,Bachelor's,Single,23,Male,Employed,2,4886.363636,13,8,7,14.428571428571429,,1
7.46E+11,Z,Browning-Hart,2.75,256000,36,01/03/12,Apr-12,43,2,14,803,A23,0,805,0,Public works admin,VA,High School,Married,43,Female,Employed,1,18285.71429,22,17,7,13.571428571428571,17,1
7.85E+11,X,Nicholson Group,3.875,401000,12,01/01/12,Mar-12,75,1,24,807,A23,0,0,0,QA pilot,PA,Doctorate,Divorced,46,Male,Employed,0,16708.33333,2,3,1,10,,1
6.15E+11,Y,Browning-Hart,4.375,189000,36,01/02/12,Apr-12,84,1,33,710,A23,12,0,0,Teacher Assistant,AR,Bachelor's,Married,32,Female,Self-Employed,1,5727.272727,3,3,2,12.5,,1
8.23E+11,Z,OTHER,4.125,87000,18,01/01/12,Mar-12,70,2,19,774,A23,0,698,0,parts Engineer,NJ,Bachelor's,Single,37,Male,Employed,2,4578.947368,13,13,2,16.5,,1
5.93E+11,X,OTHER,3.875,145000,36,01/03/12,May-12,64,2,20,806,A23,0,813,0,Sales Consultant,CA,PhD,Single,39,Female,Employed,4,7250,16,11,7,13,,1
6.45E+11,X,Browning-Hart,3.875,292000,6,01/02/12,Apr-12,80,1,34,816,B12,0,0,0,custodian,PA,Bachelor's,Single,56,Female,Self-Employed,2,8588.235294,9,9,2,6.5,,1
3.72E+11,Y,Browning-Hart,4.375,245000,30,01/01/12,Mar-12,79,2,29,820,A23,0,783,0,peace pilot,PA,PhD,Married,28,Male,Employed,0,8448.275862,2,2,2,13.5,,1
8.33E+11,X,OTHER,3.5,132000,6,01/01/12,Mar-12,85,2,19,715,B12,6,718,0,mgmt analyst,MD,PhD,Married,40,Female,Employed,3,6947.368421,14,11,5,12,,0
5.97E+11,X,OTHER,3.875,309000,36,01/02/12,Apr-12,60,2,34,753,B12,0,709,0,Engineer,FL,Bachelor's,Single,31,Female,Employed,2,9088.235294,15,13,4,13.5,6,0
4.91E+11,X,OTHER,3.95,415000,12,01/01/12,Mar-12,51,2,43,787,A23,0,796,0,pilot,WV,PhD,Single,36,Male,Employed,3,9651.162791,13,10,5,11.8,,1
4.31E+11,Y,Browning-Hart,4.5,80000,30,01/01/12,Mar-12,75,2,37,790,B12,0,720,0,Supervisor,NJ,Bachelor's,Single,49,Other,Unemployed,1,2162.162162,6,6,2,14,,1
4.36E+11,X,OTHER,2.75,41000,18,01/03/12,May-12,21,2,11,807,A23,0,817,0,Controller,PA,High School,Divorced,30,Female,Self-Employed,0,3727.272727,1,2,1,5,,1
5.56E+11,X,OTHER,4.5,280000,30,01/01/12,Mar-12,80,2,25,643,B12,0,718,0,Probation pilot ,MN,PhD,Married,24,Male,Employed,0,11200,4,4,2,15.5,,0
7.84E+11,Z,Browning-Hart,4.375,491000,24,01/01/12,Mar-12,75,1,19,795,A23,0,0,0,Credit Analyst,NH,Bachelor's,Single,45,Female,Self-Employed,0,25842.10526,4,4,2,12,19,0
5.93E+11,Y,Browning-Hart,4,533000,18,01/01/12,Mar-12,59,1,40,792,A23,0,0,0,Senior Advisor for Strategic Communicati,MA,High School,Divorced,51,Male,Employed,1,13325,5,3,4,12.75,,0
5.82E+11,Z,OTHER,4.5,178000,36,01/03/12,May-12,80,1,23,698,C86,0,0,0,teacher,TX,Master's,Married,50,Female,Employed,0,7739.130435,24,14,11,14.363636363636363,,1
9.16E+11,Z,Nicholson Group,3.25,71000,30,01/01/12,Mar-12,28,1,26,811,A23,0,0,0,Supervisor,CA,Doctorate,Married,32,Female,Self-Employed,2,2730.769231,21,15,8,15.125,,1
9.65E+11,Y,Browning-Hart,4,185000,6,01/02/12,Apr-12,95,2,26,785,C86,30,787,0,Engineer,PA,High School,Married,18,Female,Employed,0,7115.384615,16,11,7,15,,0
9.59E+11,Y,"Martinez, Duffy and Bird",3.5,285000,12,01/02/12,Apr-12,80,2,32,696,A23,0,696,0,International Mission Director ,TX,Bachelor's,Married,40,Male,Employed,1,8906.25,14,12,4,11.75,,1
3.31E+11,X,OTHER,4.375,306000,18,01/01/12,Mar-12,80,1,14,799,B12,0,0,0,IT Specialist,GA,High School,Married,38,Male,Employed,5,21857.14286,5,2,5,11.2,,1
2.9E+11,X,"Martinez, Duffy and Bird",4.08,350000,30,01/02/12,Apr-12,31,2,18,763,A23,0,772,0,Branch Engineer,CA,High School,Divorced,51,Female,Employed,3,19444.44444,18,13,7,8.571428571428571,,1
2.53E+11,Y,Browning-Hart,4.625,163000,30,01/01/12,Mar-12,68,1,37,664,A23,0,0,0,Programmer Analyst,FL,High School,Married,39,Female,Employed,0,4405.405405,21,14,9,12.777777777777779,,1
4.05E+11,Y,Edwards-Hoffman,3.25,417000,24,01/01/12,Mar-12,25,2,36,756,B12,0,777,0,Petroleum pilot ,NY,Master's,Married,29,Male,Employed,1,11583.33333,9,8,3,9,,1
9.5E+11,X,OTHER,3.5,414000,18,01/01/12,Mar-12,68,2,43,790,B12,0,808,0,RN,VA,High School,Single,24,Other,Unemployed,2,9627.906977,2,3,1,8,,1
5.68E+11,X,Browning-Hart,3.5,170000,18,01/01/12,Mar-12,80,1,24,811,A23,0,0,0,Commander ,TN,Bachelor's,Married,34,Female,Employed,1,7083.333333,24,14,11,11.727272727272727,,1
1.91E+11,X,"Martinez, Duffy and Bird",3.33,116000,36,01/02/12,Apr-12,33,1,32,773,A23,0,0,0,medical biller,PA,Bachelor's,Single,42,Male,Employed,1,3625,8,8,2,13.5,9,1
6.68E+11,Y,Browning-Hart,3.25,175000,12,01/02/12,Apr-12,65,1,33,786,A23,0,0,0,lead utility operator,NC,PhD,Married,30,Female,Self-Employed,5,5303.030303,13,8,7,7.428571428571429,,1
3.1E+11,X,"Martinez, Duffy and Bird",3.23,282000,30,01/01/12,Mar-12,77,1,39,767,A23,0,0,0,Communications Operator,SC,PhD,Married,40,Female,Self-Employed,0,7230.769231,0,0,2,5,0,0
9.83E+11,X,OTHER,3.375,140000,24,01/01/12,Mar-12,70,2,25,795,A23,0,717,0,Linehaul Driver,FL,Master's,Married,50,Male,Employed,1,5600,3,4,1,12,,0
3.54E+11,Z,Browning-Hart,4.625,72000,36,01/01/12,Mar-12,75,1,44,781,C86,0,0,0,Operations Training Specialist,CA,PhD,Single,29,Other,Self-Employed,1,1636.363636,20,14,8,12.875,,0
4.33E+11,X,OTHER,3.875,262000,24,01/01/12,Mar-12,57,1,28,801,A23,0,0,0,billing Engineer ,MD,Master's,Single,29,Female,Employed,0,9357.142857,3,2,3,15,,1
3.78E+11,Z,Nicholson Group,4,190000,6,01/01/12,Mar-12,48,1,19,700,B12,0,0,0,Client Service Engineer III,MD,High School,Divorced,30,Female,Employed,1,10000,5,4,3,14,12,0
6.95E+11,X,Nicholson Group,4.25,183000,18,01/02/12,Apr-12,62,1,42,800,B12,0,0,0,PURCHASING Engineer ,MD,Bachelor's,Married,29,Male,Employed,1,4357.142857,14,7,9,12.444444444444445,20,0
5.04E+11,Y,Browning-Hart,3.5,256000,36,01/02/12,Apr-12,51,2,29,814,A23,0,822,0,Regional Director,FL,PhD,Married,31,Female,Employed,3,8827.586207,11,5,8,11.75,13,0
2.52E+11,X,OTHER,4.25,278000,12,01/02/12,Apr-12,94,2,42,751,C86,30,748,0,pearsonal care aide,RI,Bachelor's,Married,37,Female,Employed,0,6619.047619,24,20,5,14,19,0
8.44E+11,X,OTHER,4,281000,24,01/02/12,Apr-12,74,2,34,754,B12,0,753,0,Field Marketing Rep,GA,Bachelor's,Married,18,Female,Self-Employed,0,8264.705882,4,6,0,0,,1
9.8E+11,X,OTHER,3.75,218000,36,01/02/12,Apr-12,55,2,43,808,A23,0,808,0,Sales,FL,Bachelor's,Single,49,Female,Employed,2,5069.767442,23,17,8,11.375,,1
1.89E+11,X,OTHER,4.25,233000,18,01/01/12,Mar-12,63,2,13,811,A23,0,797,0,Attorney,UT,High School,Married,43,Male,Employed,3,17923.07692,10,9,3,11.333333333333334,,1
